fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
1534,0.4,50,1.372,response,"['other', 'team', 'submit', 'bodies', 'response', 'response', 'response', 'response', 'bodies', '+']",q2,6,0.35538058070466744,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1557,0.4,50,1.286,standards,"['standards', 'us', 'standards', 'greater', 'whether', 'standards', 'whether', 'the', 'standards', 'the']",q2,4,0.40707071385525057,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1570,0.2,50,1.116,costs,"['costs', 'former', 'login', 'mutations', 'amended', 'fullest', 'costs', 'latter', 'mean', 'either']",q2,4,0.3720870208366621,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1573,0.3,19,1.344,reputation,"['reputation', 'reputation', 'reputation', 'favorites', 'metres', 'favorites', 'pages', 'favorites']",q2,1,0.3981250521107606,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
1589,0.2,50,1.223,respectively,"['out', 'winners', 'km', 'monthly', 'th', 'respectively', ');', 'menu', 'respectively', 'update']",q2,4,0.3264459583495788,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1625,0.1,50,1.166,earliest,"['earliest', 'statue', '408', 'aiding', 'epoch', '015', 'limited', 'loan', 'it', 'of']",q2,2,0.36599023847097023,noisy grab-bag: science/history reporting
1627,0.2,50,1.303,consists,"['his', 'my', 'consists', 'talent', ""'s"", ""'s"", 'her', 'resumes', 'au', 'consists']",q2,12,0.3321155817841832,noisy grab-bag: technical/product vocabulary
1637,0.2,50,1.16,level,"['and', 'link', 'level', ',', 'location', 'level', 'euro', '&&', 'to', '000']",q2,2,0.3407907685616502,noisy grab-bag: science/history reporting
1641,0.4,46,1.217,out,"['out', 'into', 'out', 'sometimes', 'of', ');', 'into', 'out', 'out', ')']",q2,10,0.40519407270986724,'in one go' idiom + entertainment/gaming vocabulary
1644,0.4,14,1.102,may,"['may', 'may', 'might', 'may', '111', 'landlord', 'might', 'a', 'inmate', 'may']",q2,5,0.35985297530179716,biblical subjunctive 'that...may/might' construction + 'respectively' statistical pairing
1659,0.2,50,1.406,awhile,"['awhile', 'album', 'awhile', 'opinions', 'kinds', 'opinion', 'not', 'catalog', 'weeks', 'from']",q2,10,0.3555828396751926,'in one go' idiom + entertainment/gaming vocabulary
1682,0.2,50,1.383,ourselves,"['our', 'ourselves', 'capita', 'contain', '-', 'ourselves', 'contains', 'at', 'times', 'bottle']",q2,9,0.29342357100795613,"noisy grab-bag, no consistent theme"
1694,0.2,50,1.387,avg,"['âģ¢', 'acre', '$.', 'dimensional', 'ã¢', '/.', '120', 'the', 'avg', 'avg']",q2,12,0.3862185786544348,noisy grab-bag: technical/product vocabulary
1738,0.2,50,1.284,need,"['23', 'need', 'use', 'between', 'hard', 'a', 'ago', 'need', 'turn']",q2,11,0.3494189660066765,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
1739,0.1,50,1.338,spiritual,"['spiritual', 'middle', 'germany', 'terms', 'region', 'red', '23', 'long', 'china', 'switzerland']",q2,3,0.3675987089177216,"noisy grab-bag, no consistent theme"
1758,0.1,50,1.298,chain,"['chain', 'internet', 'is', 'on', 'shopping', 'other', 'that', 'apart', 'famous', 'breed']",q2,2,0.28813598407869406,noisy grab-bag: science/history reporting
1780,0.4,33,1.129,directory,"['"":', 'directory', 'directory', 'split', 'directory', 'split', 'directory', '05', 'split', '*/']",q2,2,0.4270631442737195,noisy grab-bag: science/history reporting
1812,0.2,50,1.156,respectively,"['huh', 'joined', 'respectively', 'nor', 'respectively', 'whom', 'nor', 'heard', '2017', 'r']",q2,5,0.30688935200700496,biblical subjunctive 'that...may/might' construction + 'respectively' statistical pairing
1814,0.1,50,1.18,become,"['become', 'comes', 'explore', 'came', 'into', 'hobbies', 'you', 'gained', 'the', 'occurred']",q2,2,0.3695269380438809,noisy grab-bag: science/history reporting
1819,0.3,25,1.361,'m,"[""'m"", '727', 'tions', 'puerto', '727', 'm', 'theorem', ""'m"", ""'m"", 'm']",q2,2,0.40426739636055875,noisy grab-bag: science/history reporting
1821,0.2,50,1.214,usable,"['usable', 'user', 'their', 'curricular', 'usable', 'appearance', 'other', 'other', 'administrative', 'user']",q2,4,0.3502876634017358,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1854,0.3,50,1.362,technology,"['technology', 'technology', 'th', 'time', 'technology', 'th', 'th', 'times', 'times', 'time']",q2,10,0.3980621281871121,'in one go' idiom + entertainment/gaming vocabulary
1870,0.2,32,1.348,32,"['190', ""'s"", '32', '192', '32', '"">', '"">', 'and', 'and', 'birth']",q2,3,0.3474773972755676,"noisy grab-bag, no consistent theme"
1883,0.2,50,1.327,':,"[""':"", 'potential', 'healthcare', 'choose', ""':"", 'standards', 'obligations', 'standards', 'five', 'the']",q2,12,0.2942769859194961,noisy grab-bag: technical/product vocabulary
1904,0.2,50,1.395,monkey,"['piano', 'machine', 'olympic', 'monkey', 'annex', 'the', 'cancer', 'monkey', 'collections', 'association']",q2,4,0.40767119732972595,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
1910,0.1,50,1.321,initially,"['initially', 'bigger', 'can', 'up', 'about', 'seasons', 'awhile', 'then', 'concept', 'going']",q2,6,0.3607267549804573,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1928,0.4,16,1.369,deep,"['was', 'deep', 'too', 'deep', 'were', 'deep', 'deep', 'somewhere', 'time', 'was']",q2,7,0.43845483114477674,'big leagues'/'rain on parade' idiom mix — noisy
1933,0.2,50,1.297,he,"['tense', 'he', 'he', 'his', ""'),"", 'him', ',', 'speaker', 'defined', 'further']",q2,6,0.31947157011868504,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1947,0.4,50,1.253,est,"['est', 'est', 'est', 'northeast', 'just', 'consecutive', 'consecutive', 'est', 'aspx', 'in']",q2,9,0.3855549834881508,"noisy grab-bag, no consistent theme"
1954,0.3,30,1.163,that,"['if', 'than', 'that', 'than', 'about', 'that', 'any', 'that', '.', 'whom']",q2,8,0.36579080577095413,"noisy grab-bag, no consistent theme"
1978,0.2,50,1.272,a,"['a', 'every', 'comes', 'when', 'arguments', 'whenever', 'communicate', 'available', 'whether', 'a']",q2,6,0.3251308584713453,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
1982,0.2,50,1.155,which,"['what', '12', 'has', 'which', 'amendment', 'relaxation', '-', 'which', '-,', 'went']",q2,6,0.3513509289951298,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2002,0.2,50,1.163,".""","['.""', 'all', 'december', 'took', '.""', 'o', 'she', 'december', 'doctor', 'his']",q2,8,0.37564411707147694,"noisy grab-bag, no consistent theme"
2007,0.2,50,1.294,later,"['involved', 'later', 'up', '`', 'keywords', 'bets', 'normal', 'later', 'started', 'here']",q2,10,0.3310226744962786,'in one go' idiom + entertainment/gaming vocabulary
2020,0.3,50,1.095,to,"['per', 'to', '-', '][', 'to', 'at', ']', 'a', 'to', 'e']",q2,2,0.3858071692676318,noisy grab-bag: science/history reporting
2021,0.1,50,1.298,exhibited,"['exhibited', 'y', 'involves', 'reported', 'demonstrate', 'skirts', 'ranked', 'et', 'features', 'published']",q2,2,0.316790999643939,noisy grab-bag: science/history reporting
2080,0.3,50,1.168,here,"['gum', '/', 'here', 'here', 'best', 'versions', 'parts', 'we', 'here', 'ends']",q2,7,0.3634425164421362,'big leagues'/'rain on parade' idiom mix — noisy
2098,0.2,50,1.367,percentage,"['trillion', 'partner', 'procedure', 'quart', 'percentage', 'kw', 'percentage', 'sloan', 'typically', 'volume']",q2,4,0.361727339379599,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
2128,0.2,50,1.25,'s,"[""'s"", 'he', 'backs', 'him', 'this', 'neither', 'one', 'his', ""'s"", 'who']",q2,7,0.3328309657313979,'big leagues'/'rain on parade' idiom mix — noisy
2130,0.2,50,1.121,to,"['sec', 'we', 'thou', 'to', ').', '`', 'cout', 'lik', 'to', 'mutual']",q2,6,0.34068735856740384,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2140,0.2,50,1.124,completely,"['paragraph', 'give', 'completely', 'entirely', 'click', 'the', 'business', 'completely', 'the', 'click']",q2,7,0.30821098806078717,'big leagues'/'rain on parade' idiom mix — noisy
2141,0.1,50,1.15,host,"['host', 'married', 'next', 'a', 'engage', 'analyst', 'inbox', 'alliance', 'angeles', 'commitment']",q2,6,0.3024825939993571,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2183,0.2,50,1.148,little,"['little', 'nobody', 'seem', 'governor', 'extraordinary', 'seemed', 'fact', 'smelled', 'little', 'concentrations']",q2,9,0.335561670316137,"noisy grab-bag, no consistent theme"
2187,0.2,50,1.198,go,"['go', '-', 'other', 'go', 'client', 'fact', '8', 'out', 'fig', 'wild']",q2,10,0.3035518583940491,'in one go' idiom + entertainment/gaming vocabulary
2196,0.2,50,1.282,reputation,"['vip', 'confidence', 'reputation', 'recreation', 'reputation', 'bonus', 'latitude', 'humanities', 'ranked', '190']",q2,4,0.28608230883152724,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
2214,0.2,50,1.273,",","['that', 'more', ',', 'virtually', ',', '000', 'at', 'officer', 'conversely', 'care']",q2,12,0.3529822920112077,noisy grab-bag: technical/product vocabulary
2226,0.2,50,1.173,determine,"['discuss', 'give', 'sudo', 'faithful', 'to', 'prevent', 'ratio', 'determine', 'tell', 'determine']",q2,10,0.40611315800824144,'in one go' idiom + entertainment/gaming vocabulary
2228,0.2,50,1.268,someone,"['13', 'names', 'someone', 'someone', 'people', 'pacific', 'this', '@', ';', 'because']",q2,8,0.30983362419297084,"noisy grab-bag, no consistent theme"
2229,0.1,50,1.406,her,"['her', 'second', 'average', 'any', 'adolescent', 'down', 'least', '//', 'farther', 'then']",q2,12,0.3289554272125047,noisy grab-bag: technical/product vocabulary
2250,0.1,20,1.203,change,"['change', 'm', 'disaster', 'proficient', 'conflict', 'lean', 'present']",q2,1,0.3186478120168584,paragraph-break whitespace before critic/reviewer bylines + academic-chapter headers
2260,0.2,50,1.31,and,"['and', 'after', 'and', 'after', 'the', '),', '3', 'the', '),', 'alt']",q2,12,0.354881068470676,noisy grab-bag: technical/product vocabulary
2287,0.1,50,1.409,is,"['is', 'leagues', 'finished', 'any', 'themselves', ""'"", 'relationships', 'terrain', 'against', 'when']",q2,7,0.29741582843657144,'big leagues'/'rain on parade' idiom mix — noisy
2308,0.1,50,1.238,offences,"['offences', 'till', 'disabilities', 'defense', 'matthew', 'force', 'junior', 'due', 'laboratory', 'away']",q2,4,0.27957293850946013,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
2313,0.2,50,1.322,on,"['them', 'on', 'world', ':', 'click', 'parties', 'affinity', 'up', 'probably', 'on']",q2,9,0.32153406360201825,"noisy grab-bag, no consistent theme"
2364,0.2,50,1.154,never,"['been', 'time', 'never', 'neither', '100', 'didn', 'never', 'slightest', 'particular', 'particular']",q2,0,0.38465615544183046,unit-conversion vocabulary (mm to inches) + code 'this.' references
2368,0.2,50,1.274,temporary,"['10', 'sticker', 'tiny', 'june', 'temporary', 'date', 'date', 'temporary', 'second', 'notes']",q2,2,0.4248768095230902,noisy grab-bag: science/history reporting
2386,0.2,50,1.157,and,"['hal', 'and', 'and', 'only', 'of', '41', '2', 'health', 'with', 'said']",q2,9,0.3266297041292351,"noisy grab-bag, no consistent theme"
2401,0.3,50,1.11,inches,"[')|', 'possible', 'inches', 'inches', '==', 'inches', ')|', 'properties', 'should', 'kinds']",q2,0,0.3718520975137365,unit-conversion vocabulary (mm to inches) + code 'this.' references
2403,0.2,50,1.135,before,"['from', 'before', 'guide', 'battle', 'teeth', 'father', 'judgments', 'before', 'both', 'cords']",q2,9,0.29586925195571556,"noisy grab-bag, no consistent theme"
2443,0.1,50,1.266,desktop,"['desktop', 'vision', '06', 'diet', 'steel', 'examination', 'sunny', '18', 'sentinel', 'nirvana']",q2,10,0.3563471926613531,'in one go' idiom + entertainment/gaming vocabulary
2458,0.2,50,1.186,](,"['this', 'was', 'to', 'of', 'day', 'past', ""',"", '](', 'something', '](']",q2,3,0.31266483953251456,"noisy grab-bag, no consistent theme"
2467,0.4,13,1.405,helsinki,"['madness', 'madness', 'helsinki', 'mindfulness', 'helsinki', 'helsinki', 'helsinki', 'madness', 'mindfulness', 'viii']",q2,12,0.43040198574023364,noisy grab-bag: technical/product vocabulary
2513,0.2,50,1.298,void,"['congressional', 'december', '"");', 'and', 'âģ¢', 'giveaways', 'void', 'this', 'void', 'c']",q2,8,0.3768562633872746,"noisy grab-bag, no consistent theme"
2520,0.2,50,1.202,required,"['required', 'showcased', 'behalf', ',', 'required', 'the', ',', 'the', 'inflicted', 'to']",q2,6,0.3645918022555168,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2522,0.2,50,1.385,is,"['already', 'them', 'sith', 'is', 'been', 'is', 'never', 'never', 'they', 'so']",q2,10,0.38323525888082954,'in one go' idiom + entertainment/gaming vocabulary
2541,0.2,50,1.115,delhi,"['2016', 'delhi', 'newsletter', 'sends', 'c', 'kingston', 'moscow', 'delhi', '3', '163']",q2,6,0.3703276415538878,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2544,0.3,50,1.123,good,"['about', 'young', 'good', 'minute', 'good', '1', 'good', 'schematic', 'i', ""\\'""]",q2,7,0.3526215914945554,'big leagues'/'rain on parade' idiom mix — noisy
2558,0.3,50,1.341,this,"['this', 'that', '-', 'original', 'this', 'this', 'that', 'reaper', 'to', '-']",q2,8,0.33342807195665963,"noisy grab-bag, no consistent theme"
2565,0.4,50,1.139,freedom,"['freedom', 'freedom', 'particular', 'liability', 'to', 'concentration', 'freedom', 'freedom', 'disabilities', 'day']",q2,4,0.35040266721637076,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
2591,0.1,50,1.124,per,"['per', 'go', 'works', 'disagrees', 'speed', 'much', 'equally', 'appears', 'is']",q2,8,0.2879258535522578,"noisy grab-bag, no consistent theme"
2596,0.1,50,1.156,multi,"['multi', 'nobody', 'each', 'without', 'irrespective', 'this', 'whereas', 'repetitive', 'compared', 'rather']",q2,9,0.317513803394931,"noisy grab-bag, no consistent theme"
2602,0.2,50,1.304,it,"['tricks', 'it', 'pace', 'any', 'up', 'your', 'up', 'is', 'around', 'it']",q2,7,0.34962385671967894,'big leagues'/'rain on parade' idiom mix — noisy
2699,0.1,50,1.359,intended,"['intended', 'concurrently', 'governor', 'provincial', 'kingdoms', 'petroleum', 'province', 'ever', 'up', 'eternity']",q2,6,0.3398306979181974,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2702,0.2,37,1.094,others,"['in', 'ago', 'entitled', 'others', 'exists', 'profiles', 'others', 'monsters', '#', 'more']",q2,6,0.3326809774995529,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2729,0.2,50,1.155,the,"['her', 'ports', 'the', 'soviet', 'never', 'the', 'magnitude', 'retrieved', 'which', 'another']",q2,9,0.3127451278250785,"noisy grab-bag, no consistent theme"
2737,0.3,50,1.12,trouble,"['trouble', 'despite', 'likes', 'trouble', 'trouble', 'yeah', 'requires', 'without', 'spare', 'hi']",q2,11,0.31180647018249175,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
2746,0.1,45,1.096,186,"['186', 'influence', '19', 'others', 'arising', '25', 'widespread', '185', 'which', 'who']",q2,6,0.4013016649631665,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2751,0.1,50,1.31,officers,"['officers', 'employees', '83', 'printers', 'args', 'exams', 'administrators', 'variants', 'their', 'use']",q2,4,0.38194012585825565,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
2803,0.3,50,1.372,frequency,"['unable', 'fo', 'frequency', '-', 'competitors', 'frequency', 'token', 'frequency', '-', '-']",q2,2,0.344002686258106,noisy grab-bag: science/history reporting
2876,0.3,32,1.194,fashion,"['fashion', 'and', '1934', 'it', 'fashion', 'came', 'came', 'fashion', 'came']",q2,10,0.32971743732362674,'in one go' idiom + entertainment/gaming vocabulary
2887,0.1,13,1.114,appeared,"['appeared', 'been', 'bigger', 'th', 'first', 'one', 'as', 'shift', 'true', 'experience']",q2,11,0.2646218793349881,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
2906,0.3,50,1.096,was,"['latter', 'she', 'she', 'mn', 'in', 'had', 'was', 'was', 'had', 'was']",q2,3,0.3515258086851391,"noisy grab-bag, no consistent theme"
2912,0.4,50,1.312,versa,"['an', 'versa', 'goes', 'thereby', 'versa', 'versa', 'versa', 'exceptions', 'resulting', 'thereby']",q2,4,0.4898330740732039,"'reputation'/legal-clause vocabulary (offences, disabilities, confidence) — noisy"
2918,0.3,50,1.187,whether,"['guess', 'whether', 'following', 'whether', 'user', 'whether', 'following', 'where', 'where', '_']",q2,12,0.39839255477182484,noisy grab-bag: technical/product vocabulary
2924,0.4,50,1.185,at,"['at', 'sensing', 'at', 'balancing', 'at', 'balancing', ')"",', 'being', 'at', 'as']",q2,9,0.4270500762286271,"noisy grab-bag, no consistent theme"
2931,0.3,50,1.301,appeared,"['appeared', 'appeared', '),', 'into', 'since', 'since', 'appeared', 'now', 'began', '),']",q2,11,0.3912847821438428,'appeared first on [Site]' celebrity-news byline format + greeting 'everyone'
2946,0.2,50,1.403,if,"['spare', 'he', 'if', 'legislature', ':', 'element', 'emission', 'if', 'that', ':']",q2,2,0.30427363189522494,noisy grab-bag: science/history reporting
2973,0.1,50,1.1,my,"['my', 'junk', 'const', 'her', 'covering', 'thing', 'create', 'same', 'virgin', '?""']",q2,6,0.3151452171485709,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2978,0.1,50,1.274,heart,"['heart', 'la', 'best', 'ceo', 'environmental', 'fellow', 'party', 'ear', 'fostering', 'charitable']",q2,9,0.3137121979376191,"noisy grab-bag, no consistent theme"
2981,0.1,50,1.279,learned,"['learned', 'controller', 'derived', 'farmer', 'muscle', 'c', 'master', 'dealer', 'freed', 'convicted']",q2,6,0.3197599329801407,"business/strategy vocabulary (competitive advantage, aims and objectives, operating system)"
2989,0.2,50,1.124,following,"['753', 'for', 'angeles', 'shepherd', 'in', 'of', 'following', 'following', 'six', 'pressed']",q2,8,0.40030401945063887,"noisy grab-bag, no consistent theme"
3,0.3,50,4.35,resistance,"['resilience', 'buildings', 'resistant', 'doors', 'resistant', 'resistance', 'resilience', 'resistance', 'resistance', 'door']",q3,2,0.4085232450285493,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
9,0.4,50,5.293,sensor,"['probe', 'probes', 'member', 'sensor', 'probe', 'probe', 'vision', 'sensor', 'sensor', 'sensor']",q3,2,0.3915995981509649,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
23,0.2,50,1.777,section,"['section', 'community', 'knowledge', 'america', 'section', 'players', 'things', 'ranking', 'best', 'rankings']",q3,9,0.2913515341109611,"archaic subjunctive/biblical register ('had it not been for thee', 'thou shall') + generic 'section' web-copy"
57,0.4,50,5.369,",","['she', ',', ',', ')', ',', ')', 'they', ',', 'she', 'always']",q3,6,0.4150174610275173,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
92,0.4,50,1.508,matter,"['matter', 'matter', 'having', 'matter', 'matter', 'a', 'however', 'have', 'whose', 'parties']",q3,4,0.40326407909849254,'Subject to approval' institutional-form boilerplate + policy/regulation vocabulary
104,0.3,50,3.796,world,"['world', 'of', 'lives', 'world', 'state', 'state', 'world', 'lives', 'complicated', 'country']",q3,9,0.34175276652762987,"archaic subjunctive/biblical register ('had it not been for thee', 'thou shall') + generic 'section' web-copy"
110,0.2,50,1.599,core,"['prize', 'core', 'life', 'core', 'rest', 'right', 'yourself', 'ph', 'size', 'life']",q3,3,0.350978645091267,"gratitude/appreciation phrasing ('thank you for', 'we appreciate') + celebrity/awards reporting"
124,0.1,50,1.417,jury,"['jury', 'charged', 'mom', 'tried', 'kind', 'had', 'size', 'fee', 'bet', 'said']",q3,12,0.33727315779890804,'not just X' emphatic-negation construction + noisy grab-bag
144,0.0,50,5.355,,[],q3,8,0.3981816328203497,JS console.dir(array method) code pattern + emotionally-charged narrative prose (mixed/superposition)
154,0.3,50,1.567,asked,"['asked', 'days', 'day', 'asked', 'governors', 'that', 'asked', 'it', 'it', 'syndrome']",q3,6,0.4156177805318669,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
177,0.4,50,1.549,which,"['which', 'having', 'which', 'which', 'some', 'being', 'him', 'it', 'which', 'always']",q3,6,0.3477425755219234,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
195,0.4,50,4.749,welcome,"['welcome', 'welcome', 'topics', 'borne', 'environment', 'welcome', 'formats', 'format', 'responsible', 'welcome']",q3,9,0.3637283140019778,"archaic subjunctive/biblical register ('had it not been for thee', 'thou shall') + generic 'section' web-copy"
210,0.4,50,2.034,9,"['6', '5', '9', '9', '6', '9', '7', '9', '7', '7']",q3,2,0.7708757497832028,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
274,0.3,50,1.474,another,"['go', 'was', 'worse', 'another', 'another', 'particular', 'another', 'silence', 'be', 'be']",q3,6,0.306869287852871,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
306,0.4,50,1.533,a,"['a', 'ratios', 'another', 'has', 'something', 'scenarios', 'a', 'a', 'a']",q3,5,0.4157817181012342,"noisy grab-bag, no consistent theme"
310,0.4,50,4.484,ratings,"['ratings', 'ratings', 'ratings', 'ratings', 'score', 'scores', 'score', 'score', 'score', 'scores']",q3,2,0.48746836184172937,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
331,0.3,50,1.691,also,"['also', '&', 'also', 'goes', '&', 'case', 'especially', 'also', '&', 'too']",q3,0,0.3972765617692911,"conversational dialogue tags ('all right', 'I'm sorry', 'this is surreal') — noisy narrative"
337,0.1,50,1.49,be,"['be', 'who', 'last', 'hence', 'were', 'resultant', 'also', 'new', 'good']",q3,6,0.3172698197688921,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
360,0.3,50,1.428,",""","[""'s"", 'across', '/', 'various', ',""', ',""', '"",""', ',""', '"",""', 'across']",q3,5,0.4719211895516624,"noisy grab-bag, no consistent theme"
364,0.3,50,1.535,upon,"['at', 'about', 'upon', 'upon', 'on', 'upon', 'there', 'there', 'sort', 'route']",q3,5,0.3554746168805287,"noisy grab-bag, no consistent theme"
367,0.2,50,1.487,came,"['founded', 'whatever', 'never', 'held', 'renamed', 'property', 'came', 'into', 'came', '&']",q3,12,0.34224182130270187,'not just X' emphatic-negation construction + noisy grab-bag
381,0.4,50,1.523,came,"['came', 'came', 'came', 'the', 'came', 'life', 'life', 'cloud', 'betting', 'movie']",q3,9,0.3377539841253417,"archaic subjunctive/biblical register ('had it not been for thee', 'thou shall') + generic 'section' web-copy"
392,0.2,50,1.586,case,"['first', 'up', 'new', 'process', 'answer', 'case', 'case', 'appearance', 'ii', 'edition']",q3,6,0.3120993174055174,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
410,0.2,50,1.652,respective,"['respective', 'remainder', 'those', 'slightest', 'respective', ',', 'majority', 'necessary', 'bronx', '""/']",q3,4,0.3415567840522604,'Subject to approval' institutional-form boilerplate + policy/regulation vocabulary
414,0.4,50,5.318,wears,"['wore', 'wears', 'wears', 'wears', 'wearing', 'wears', 'wore', 'a', 'a', 'wearing']",q3,3,0.4976806272645188,"gratitude/appreciation phrasing ('thank you for', 'we appreciate') + celebrity/awards reporting"
424,0.3,50,1.527,other,"['other', 'lived', 'very', 'other', 'flat', 'moved', 'lived', 'had', 'other', 'was']",q3,6,0.3717287933947328,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
439,0.3,50,1.576,><,"['><', 'least', '><', 'â°', ':', 'https', 'original', 'before', '><', ""['""]",q3,12,0.406821409492956,'not just X' emphatic-negation construction + noisy grab-bag
445,0.3,50,1.911,second,"['second', 'whole', 'second', 'last', 'other', 'second', 'first', 'minimum', 'total', 'demand']",q3,6,0.3950154275640588,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
450,0.3,50,5.065,transparent,"['sleeve', 'essay', 'transparent', 'radios', 'spins', 'spins', 'transparent', 'suppression', 'send', 'transparent']",q3,2,0.4027985523151165,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
481,0.2,50,1.464,go,"['go', 'fans', 'user', 'went', 'user', 'went', 'the', 'what', 'go', 'churches']",q3,0,0.3196504667442831,"conversational dialogue tags ('all right', 'I'm sorry', 'this is surreal') — noisy narrative"
499,0.3,50,5.261,address,"['address', 'addresses', 'address', '91', 'address', 'bottom', 'location', 'bottom', 'binds', 'zone']",q3,2,0.33735978016465945,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
500,0.1,50,1.469,inertia,"['inertia', 'idea', 'ia', 'qualitative', 'studies', 'about', 'mattress', 'fertility', 'registration', '191']",q3,4,0.3290134101959825,'Subject to approval' institutional-form boilerplate + policy/regulation vocabulary
501,0.2,50,1.673,gunmen,"['broke', 'gunmen', 'name', 'reader', 'case', 'gunmen', 'thou', 'living', 'fight', 'entered']",q3,0,0.3014228525267981,"conversational dialogue tags ('all right', 'I'm sorry', 'this is surreal') — noisy narrative"
507,0.3,50,4.532,178,"['178', '168', '178', '175', '167', '173', '178', '175', '196', '128']",q3,10,0.5100800571680774,"bracketed sequential reference numbers ([165],[167],[56]) in code/citation/list contexts"
525,0.4,50,1.471,.,"['represents', '.', 'represents', '.', 'a', 'a', '.', '.', 'latest', 'and']",q3,6,0.3816542077175333,'another' (existence/star system) + noisy sci-fi/lifestyle grab-bag
543,0.2,50,1.446,matter,"['beginning', 'a', 'deal', 'high', 'order', 'first', 'into', 'matter', 'matter', '1']",q3,5,0.3374573403688328,"noisy grab-bag, no consistent theme"
569,0.3,50,1.741,jpg,"['responders', 'jpg', 'sec', 'jpg', 'ems', 'jpg', 'â£', ':', '$.', 'teenagers']",q3,5,0.44103575857498983,"noisy grab-bag, no consistent theme"
591,0.3,50,1.571,busy,"['busy', 'busy', 'oh', 'choice', 'thousands', 'too', 'uncomfortable', 'too', 'exercises', 'busy']",q3,0,0.3143099291773358,"conversational dialogue tags ('all right', 'I'm sorry', 'this is surreal') — noisy narrative"
606,0.2,50,4.732,i,"['i', 'your', 'you', 'your', 'for', 'for', 'i', '.', 'the', 'the']",q3,3,0.3559656440014431,"gratitude/appreciation phrasing ('thank you for', 'we appreciate') + celebrity/awards reporting"
625,0.2,50,1.441,release,"['age', 'state', 'way', 'release', 'release', 'very', 'nhs', 'detail', 'demand', '_']",q3,0,0.3503248800239963,"conversational dialogue tags ('all right', 'I'm sorry', 'this is surreal') — noisy narrative"
656,0.2,50,4.122,also,"['your', 'also', 'and', 'also', 'why', 'is', 'is', 'and', 'was', 'you']",q3,3,0.41172130404125645,"gratitude/appreciation phrasing ('thank you for', 'we appreciate') + celebrity/awards reporting"
678,0.3,50,3.348,affect,"['involves', 'affect', 'affect', 'require', 'about', 'mean', 'affect', 'mean', 'mean', 'about']",q3,1,0.348879467301845,"product/course-description boilerplate ('includes', 'encompasses', 'not open to MBA students')"
745,0.3,50,2.462,emissions,"['emissions', 'pollutants', 'the', 'emissions', 'pollution', 'emissions', 'pollution', 'runoff', 'atmospheric', 'administrator']",q3,2,0.36511639667043766,"technical/scientific-explainer vocabulary (proxy, hypothesis, analytics, ethics)"
